line,stage,stage_slug,altitude,depth_status,cell_path
hierarchical-complexity,6,nominal-rule,amber,complete,cells/hierarchical-complexity/06-nominal-rule.md
hierarchical-complexity,7,sentential-faith,amber,complete,cells/hierarchical-complexity/07-sentential-faith.md
hierarchical-complexity,8,preoperational,green,complete,cells/hierarchical-complexity/08-preoperational.md
hierarchical-complexity,9,primary-modern,amber,complete,cells/hierarchical-complexity/09-primary-modern.md
hierarchical-complexity,10,concrete-peak,orange,complete,cells/hierarchical-complexity/10-concrete-peak.md
hierarchical-complexity,11,abstract-emerge,orange,complete,cells/hierarchical-complexity/11-abstract-emerge.md
hierarchical-complexity,12,formal-landmark,teal,complete,cells/hierarchical-complexity/12-formal-landmark.md
hierarchical-complexity,13,systematic-green,teal,complete,cells/hierarchical-complexity/13-systematic-green.md
hierarchical-complexity,14,metasystematic-teal,turquoise,complete,cells/hierarchical-complexity/14-metasystematic-teal.md
hierarchical-complexity,15,paradigmatic-turq,turquoise,complete,cells/hierarchical-complexity/15-paradigmatic-turq.md
hierarchical-complexity,15,paradigmatic-turquoise,turquoise,complete,cells/hierarchical-complexity/15-paradigmatic-turquoise.md
hierarchical-complexity,16,cross-paradigmatic,violet,complete,cells/hierarchical-complexity/16-cross-paradigmatic.md
hierarchical-complexity,17,meta-cross-violet,violet,complete,cells/hierarchical-complexity/17-meta-cross-violet.md
intrapersonal,1,prehension,infrared,complete,cells/intrapersonal/01-prehension.md
intrapersonal,2,irritability,infrared,complete,cells/intrapersonal/02-irritability.md
intrapersonal,3,basic-impulse,magenta,complete,cells/intrapersonal/03-basic-impulse.md
intrapersonal,4,emotion-complex,red,complete,cells/intrapersonal/04-emotion-complex.md
intrapersonal,5,sensory-motor,red,complete,cells/intrapersonal/05-sensory-motor.md
intrapersonal,6,nominal-rule,amber,complete,cells/intrapersonal/06-nominal-rule.md
intrapersonal,7,sentential-faith,amber,complete,cells/intrapersonal/07-sentential-faith.md
intrapersonal,8,preoperational,amber,complete,cells/intrapersonal/08-preoperational.md
intrapersonal,9,primary-modern,amber,complete,cells/intrapersonal/09-primary-modern.md
intrapersonal,10,concrete-peak,amber,complete,cells/intrapersonal/10-concrete-peak.md
intrapersonal,11,abstract-emerge,orange,complete,cells/intrapersonal/11-abstract-emerge.md
intrapersonal,12,formal-landmark,orange,complete,cells/intrapersonal/12-formal-landmark.md
intrapersonal,13,systematic-green,green,complete,cells/intrapersonal/13-systematic-green.md
intrapersonal,14,metasystematic-teal,teal,complete,cells/intrapersonal/14-metasystematic-teal.md
intrapersonal,15,paradigmatic-turq,turquoise,complete,cells/intrapersonal/15-paradigmatic-turq.md
intrapersonal,16,cross-paradigmatic,indigo,complete,cells/intrapersonal/16-cross-paradigmatic.md
intrapersonal,17,meta-cross-violet,violet,complete,cells/intrapersonal/17-meta-cross-violet.md
justice,1,prehension,infrared,complete,cells/justice/01-prehension.md
justice,2,irritability,infrared,complete,cells/justice/02-irritability.md
justice,3,basic-impulse,magenta,complete,cells/justice/03-basic-impulse.md
justice,4,emotion-complex,red,complete,cells/justice/04-emotion-complex.md
justice,5,sensory-motor,red,complete,cells/justice/05-sensory-motor.md
justice,6,nominal-rule,amber,complete,cells/justice/06-nominal-rule.md
justice,7,sentential-faith,amber,complete,cells/justice/07-sentential-faith.md
justice,8,preoperational,amber,complete,cells/justice/08-preoperational.md
justice,9,primary-modern,amber,complete,cells/justice/09-primary-modern.md
justice,10,concrete-peak,amber,complete,cells/justice/10-concrete-peak.md
justice,11,abstract-emerge,orange,complete,cells/justice/11-abstract-emerge.md
justice,12,formal-landmark,orange,complete,cells/justice/12-formal-landmark.md
justice,13,systematic-green,green,complete,cells/justice/13-systematic-green.md
justice,14,metasystematic-teal,teal,complete,cells/justice/14-metasystematic-teal.md
justice,15,paradigmatic-turq,turquoise,complete,cells/justice/15-paradigmatic-turq.md
justice,16,cross-paradigmatic,indigo,complete,cells/justice/16-cross-paradigmatic.md
justice,17,meta-cross-violet,violet,complete,cells/justice/17-meta-cross-violet.md
kinesthetic,1,prehension,infrared,complete,cells/kinesthetic/01-prehension.md
kinesthetic,2,irritability,infrared,complete,cells/kinesthetic/02-irritability.md
kinesthetic,3,basic-impulse,magenta,complete,cells/kinesthetic/03-basic-impulse.md
kinesthetic,4,emotion-complex,red,complete,cells/kinesthetic/04-emotion-complex.md
kinesthetic,5,sensory-motor,red,complete,cells/kinesthetic/05-sensory-motor.md
kinesthetic,6,nominal-rule,amber,complete,cells/kinesthetic/06-nominal-rule.md
kinesthetic,7,sentential-faith,amber,complete,cells/kinesthetic/07-sentential-faith.md
kinesthetic,8,preoperational,amber,complete,cells/kinesthetic/08-preoperational.md
kinesthetic,9,primary-modern,amber,complete,cells/kinesthetic/09-primary-modern.md
kinesthetic,10,concrete-peak,amber,complete,cells/kinesthetic/10-concrete-peak.md
kinesthetic,11,abstract-emerge,orange,complete,cells/kinesthetic/11-abstract-emerge.md
kinesthetic,12,formal-landmark,orange,complete,cells/kinesthetic/12-formal-landmark.md
kinesthetic,13,systematic-green,green,complete,cells/kinesthetic/13-systematic-green.md
kinesthetic,14,metasystematic-teal,teal,complete,cells/kinesthetic/14-metasystematic-teal.md
kinesthetic,15,paradigmatic-turq,turquoise,complete,cells/kinesthetic/15-paradigmatic-turq.md
kinesthetic,16,cross-paradigmatic,indigo,complete,cells/kinesthetic/16-cross-paradigmatic.md
kinesthetic,17,meta-cross-violet,violet,complete,cells/kinesthetic/17-meta-cross-violet.md
knowledge-systems,1,prehension,infrared,complete,cells/knowledge-systems/01-prehension.md
knowledge-systems,2,irritability,infrared,complete,cells/knowledge-systems/02-irritability.md
knowledge-systems,3,basic-impulse,infrared,complete,cells/knowledge-systems/03-basic-impulse.md
knowledge-systems,4,emotion-complex,magenta,complete,cells/knowledge-systems/04-emotion-complex.md
knowledge-systems,5,sensory-motor,red,complete,cells/knowledge-systems/05-sensory-motor.md
knowledge-systems,6,nominal-rule,amber,complete,cells/knowledge-systems/06-nominal-rule.md
knowledge-systems,7,sentential-faith,amber,complete,cells/knowledge-systems/07-sentential-faith.md
knowledge-systems,8,preoperational,green,complete,cells/knowledge-systems/08-preoperational.md
knowledge-systems,9,primary-modern,amber,complete,cells/knowledge-systems/09-primary-modern.md
knowledge-systems,10,concrete-peak,orange,complete,cells/knowledge-systems/10-concrete-peak.md
knowledge-systems,11,abstract-emerge,orange,complete,cells/knowledge-systems/11-abstract-emerge.md
knowledge-systems,12,formal-landmark,teal,complete,cells/knowledge-systems/12-formal-landmark.md
knowledge-systems,13,systematic-green,teal,complete,cells/knowledge-systems/13-systematic-green.md
knowledge-systems,14,metasystematic-teal,turquoise,complete,cells/knowledge-systems/14-metasystematic-teal.md
knowledge-systems,15,paradigmatic-turq,turquoise,complete,cells/knowledge-systems/15-paradigmatic-turq.md
knowledge-systems,15,paradigmatic-turquoise,turquoise,complete,cells/knowledge-systems/15-paradigmatic-turquoise.md
knowledge-systems,16,cross-paradigmatic,violet,complete,cells/knowledge-systems/16-cross-paradigmatic.md
knowledge-systems,17,meta-cross-violet,violet,complete,cells/knowledge-systems/17-meta-cross-violet.md
linguistic,1,prehension,infrared,complete,cells/linguistic/01-prehension.md
linguistic,2,irritability,infrared,complete,cells/linguistic/02-irritability.md
linguistic,3,basic-impulse,magenta,complete,cells/linguistic/03-basic-impulse.md
linguistic,4,emotion-complex,red,complete,cells/linguistic/04-emotion-complex.md
linguistic,5,sensory-motor,red,complete,cells/linguistic/05-sensory-motor.md
linguistic,6,nominal-rule,amber,complete,cells/linguistic/06-nominal-rule.md
linguistic,7,sentential-faith,amber,complete,cells/linguistic/07-sentential-faith.md
linguistic,8,preoperational,amber,complete,cells/linguistic/08-preoperational.md
linguistic,9,primary-modern,amber,complete,cells/linguistic/09-primary-modern.md
linguistic,10,concrete-peak,amber,complete,cells/linguistic/10-concrete-peak.md
linguistic,11,abstract-emerge,orange,complete,cells/linguistic/11-abstract-emerge.md
linguistic,12,formal-landmark,orange,complete,cells/linguistic/12-formal-landmark.md
linguistic,13,systematic-green,green,complete,cells/linguistic/13-systematic-green.md
linguistic,14,metasystematic-teal,teal,complete,cells/linguistic/14-metasystematic-teal.md
linguistic,15,paradigmatic-turq,turquoise,complete,cells/linguistic/15-paradigmatic-turq.md
linguistic,16,cross-paradigmatic,indigo,complete,cells/linguistic/16-cross-paradigmatic.md
linguistic,17,meta-cross-violet,violet,complete,cells/linguistic/17-meta-cross-violet.md
mathematical,1,prehension,infrared,complete,cells/mathematical/01-prehension.md
mathematical,2,irritability,infrared,complete,cells/mathematical/02-irritability.md
mathematical,3,basic-impulse,magenta,complete,cells/mathematical/03-basic-impulse.md
mathematical,4,emotion-complex,red,complete,cells/mathematical/04-emotion-complex.md
mathematical,5,sensory-motor,red,complete,cells/mathematical/05-sensory-motor.md
mathematical,6,nominal-rule,amber,complete,cells/mathematical/06-nominal-rule.md
mathematical,7,sentential-faith,amber,complete,cells/mathematical/07-sentential-faith.md
mathematical,8,preoperational,amber,complete,cells/mathematical/08-preoperational.md
mathematical,9,primary-modern,amber,complete,cells/mathematical/09-primary-modern.md
mathematical,10,concrete-peak,amber,complete,cells/mathematical/10-concrete-peak.md
mathematical,11,abstract-emerge,orange,complete,cells/mathematical/11-abstract-emerge.md
mathematical,12,formal-landmark,orange,complete,cells/mathematical/12-formal-landmark.md
mathematical,13,systematic-green,green,complete,cells/mathematical/13-systematic-green.md
mathematical,14,metasystematic-teal,teal,complete,cells/mathematical/14-metasystematic-teal.md
mathematical,15,paradigmatic-turq,turquoise,complete,cells/mathematical/15-paradigmatic-turq.md
mathematical,16,cross-paradigmatic,indigo,complete,cells/mathematical/16-cross-paradigmatic.md
mathematical,17,meta-cross-violet,violet,complete,cells/mathematical/17-meta-cross-violet.md
meaning,1,prehension,infrared,complete,cells/meaning/01-prehension.md
meaning,2,irritability,infrared,complete,cells/meaning/02-irritability.md
meaning,3,basic-impulse,infrared,complete,cells/meaning/03-basic-impulse.md
meaning,4,emotion-complex,magenta,complete,cells/meaning/04-emotion-complex.md
meaning,5,sensory-motor,red,complete,cells/meaning/05-sensory-motor.md
meaning,6,nominal-rule,amber,complete,cells/meaning/06-nominal-rule.md
meaning,7,sentential-faith,amber,complete,cells/meaning/07-sentential-faith.md
meaning,8,preoperational,green,complete,cells/meaning/08-preoperational.md
meaning,9,primary-modern,amber,complete,cells/meaning/09-primary-modern.md
meaning,10,concrete-peak,orange,complete,cells/meaning/10-concrete-peak.md
meaning,11,abstract-emerge,orange,complete,cells/meaning/11-abstract-emerge.md
meaning,12,formal-landmark,teal,complete,cells/meaning/12-formal-landmark.md
meaning,13,systematic-green,teal,complete,cells/meaning/13-systematic-green.md
meaning,14,metasystematic-teal,turquoise,complete,cells/meaning/14-metasystematic-teal.md
meaning,15,paradigmatic-turq,turquoise,complete,cells/meaning/15-paradigmatic-turq.md
meaning,15,paradigmatic-turquoise,turquoise,complete,cells/meaning/15-paradigmatic-turquoise.md
meaning,16,cross-paradigmatic,violet,complete,cells/meaning/16-cross-paradigmatic.md
meaning,17,meta-cross-violet,violet,complete,cells/meaning/17-meta-cross-violet.md
media,1,prehension,infrared,complete,cells/media/01-prehension.md
media,2,irritability,infrared,complete,cells/media/02-irritability.md
media,3,basic-impulse,magenta,complete,cells/media/03-basic-impulse.md
media,4,emotion-complex,red,complete,cells/media/04-emotion-complex.md
media,5,sensory-motor,red,complete,cells/media/05-sensory-motor.md
media,6,nominal-rule,amber,complete,cells/media/06-nominal-rule.md
media,7,sentential-faith,amber,complete,cells/media/07-sentential-faith.md
media,8,preoperational,amber,complete,cells/media/08-preoperational.md
media,9,primary-modern,amber,complete,cells/media/09-primary-modern.md
media,10,concrete-peak,amber,complete,cells/media/10-concrete-peak.md
media,11,abstract-emerge,orange,complete,cells/media/11-abstract-emerge.md
media,12,formal-landmark,orange,complete,cells/media/12-formal-landmark.md
media,13,systematic-green,green,complete,cells/media/13-systematic-green.md
media,14,metasystematic-teal,teal,complete,cells/media/14-metasystematic-teal.md
media,15,paradigmatic-turq,turquoise,complete,cells/media/15-paradigmatic-turq.md
media,16,cross-paradigmatic,indigo,complete,cells/media/16-cross-paradigmatic.md
media,17,meta-cross-violet,violet,complete,cells/media/17-meta-cross-violet.md
moral,1,prehension,infrared,complete,cells/moral/01-prehension.md
moral,2,irritability,infrared,complete,cells/moral/02-irritability.md
moral,3,basic-impulse,magenta,complete,cells/moral/03-basic-impulse.md
moral,4,emotion-complex,red,complete,cells/moral/04-emotion-complex.md
moral,5,sensory-motor,red,complete,cells/moral/05-sensory-motor.md
moral,6,nominal-rule,amber,complete,cells/moral/06-nominal-rule.md
moral,7,sentential-faith,amber,complete,cells/moral/07-sentential-faith.md
moral,8,preoperational,amber,complete,cells/moral/08-preoperational.md
moral,9,primary-modern,amber,complete,cells/moral/09-primary-modern.md
moral,10,concrete-peak,amber,complete,cells/moral/10-concrete-peak.md
moral,11,abstract-emerge,orange,complete,cells/moral/11-abstract-emerge.md
moral,12,formal-landmark,orange,complete,cells/moral/12-formal-landmark.md
moral,13,systematic-green,green,complete,cells/moral/13-systematic-green.md
moral,14,metasystematic-teal,teal,complete,cells/moral/14-metasystematic-teal.md
moral,15,paradigmatic-turq,turquoise,complete,cells/moral/15-paradigmatic-turq.md
moral,16,cross-paradigmatic,indigo,complete,cells/moral/16-cross-paradigmatic.md
moral,17,meta-cross-violet,violet,complete,cells/moral/17-meta-cross-violet.md
mythos,1,prehension,infrared,complete,cells/mythos/01-prehension.md
mythos,2,irritability,infrared,complete,cells/mythos/02-irritability.md
mythos,3,basic-impulse,magenta,complete,cells/mythos/03-basic-impulse.md
mythos,4,emotion-complex,red,complete,cells/mythos/04-emotion-complex.md
mythos,5,sensory-motor,red,complete,cells/mythos/05-sensory-motor.md
mythos,6,nominal-rule,amber,complete,cells/mythos/06-nominal-rule.md
mythos,7,sentential-faith,amber,complete,cells/mythos/07-sentential-faith.md
mythos,8,preoperational,amber,complete,cells/mythos/08-preoperational.md
mythos,9,primary-modern,amber,complete,cells/mythos/09-primary-modern.md
mythos,10,concrete-peak,amber,complete,cells/mythos/10-concrete-peak.md
mythos,11,abstract-emerge,orange,complete,cells/mythos/11-abstract-emerge.md
mythos,12,formal-landmark,orange,complete,cells/mythos/12-formal-landmark.md
mythos,13,systematic-green,green,complete,cells/mythos/13-systematic-green.md
mythos,14,metasystematic-teal,teal,complete,cells/mythos/14-metasystematic-teal.md
mythos,15,paradigmatic-turq,turquoise,complete,cells/mythos/15-paradigmatic-turq.md
mythos,16,cross-paradigmatic,indigo,complete,cells/mythos/16-cross-paradigmatic.md
mythos,17,meta-cross-violet,violet,complete,cells/mythos/17-meta-cross-violet.md
narrative,1,prehension,infrared,complete,cells/narrative/01-prehension.md
narrative,2,irritability,infrared,complete,cells/narrative/02-irritability.md
narrative,3,basic-impulse,magenta,complete,cells/narrative/03-basic-impulse.md
narrative,4,emotion-complex,red,complete,cells/narrative/04-emotion-complex.md
narrative,5,sensory-motor,red,complete,cells/narrative/05-sensory-motor.md
narrative,6,nominal-rule,amber,complete,cells/narrative/06-nominal-rule.md
narrative,7,sentential-faith,amber,complete,cells/narrative/07-sentential-faith.md
narrative,8,preoperational,amber,complete,cells/narrative/08-preoperational.md
narrative,9,primary-modern,amber,complete,cells/narrative/09-primary-modern.md
narrative,10,concrete-peak,amber,complete,cells/narrative/10-concrete-peak.md
narrative,11,abstract-emerge,orange,complete,cells/narrative/11-abstract-emerge.md
narrative,12,formal-landmark,orange,complete,cells/narrative/12-formal-landmark.md
narrative,13,systematic-green,green,complete,cells/narrative/13-systematic-green.md
narrative,14,metasystematic-teal,teal,complete,cells/narrative/14-metasystematic-teal.md
narrative,15,paradigmatic-turq,turquoise,complete,cells/narrative/15-paradigmatic-turq.md
narrative,16,cross-paradigmatic,indigo,complete,cells/narrative/16-cross-paradigmatic.md
narrative,17,meta-cross-violet,violet,complete,cells/narrative/17-meta-cross-violet.md
needs,1,prehension,infrared,complete,cells/needs/01-prehension.md
needs,2,irritability,infrared,complete,cells/needs/02-irritability.md
needs,3,basic-impulse,magenta,complete,cells/needs/03-basic-impulse.md
needs,4,emotion-complex,red,complete,cells/needs/04-emotion-complex.md
needs,5,sensory-motor,red,complete,cells/needs/05-sensory-motor.md
needs,6,nominal-rule,amber,complete,cells/needs/06-nominal-rule.md
needs,7,sentential-faith,amber,complete,cells/needs/07-sentential-faith.md
needs,8,preoperational,amber,complete,cells/needs/08-preoperational.md
needs,9,primary-modern,amber,complete,cells/needs/09-primary-modern.md
needs,10,concrete-peak,amber,complete,cells/needs/10-concrete-peak.md
needs,11,abstract-emerge,orange,complete,cells/needs/11-abstract-emerge.md
needs,12,formal-landmark,orange,complete,cells/needs/12-formal-landmark.md
needs,13,systematic-green,green,complete,cells/needs/13-systematic-green.md
needs,14,metasystematic-teal,teal,complete,cells/needs/14-metasystematic-teal.md
needs,15,paradigmatic-turq,turquoise,complete,cells/needs/15-paradigmatic-turq.md
needs,16,cross-paradigmatic,indigo,complete,cells/needs/16-cross-paradigmatic.md
needs,17,meta-cross-violet,violet,complete,cells/needs/17-meta-cross-violet.md
physical-vitality,1,prehension,infrared,complete,cells/physical-vitality/01-prehension.md
physical-vitality,2,irritability,infrared,complete,cells/physical-vitality/02-irritability.md
physical-vitality,3,basic-impulse,magenta,complete,cells/physical-vitality/03-basic-impulse.md
physical-vitality,4,emotion-complex,red,complete,cells/physical-vitality/04-emotion-complex.md
physical-vitality,5,sensory-motor,red,complete,cells/physical-vitality/05-sensory-motor.md
physical-vitality,6,nominal-rule,amber,complete,cells/physical-vitality/06-nominal-rule.md
physical-vitality,7,sentential-faith,amber,complete,cells/physical-vitality/07-sentential-faith.md
physical-vitality,8,preoperational,amber,complete,cells/physical-vitality/08-preoperational.md
physical-vitality,9,primary-modern,amber,complete,cells/physical-vitality/09-primary-modern.md
physical-vitality,10,concrete-peak,amber,complete,cells/physical-vitality/10-concrete-peak.md
physical-vitality,11,abstract-emerge,orange,complete,cells/physical-vitality/11-abstract-emerge.md
physical-vitality,12,formal-landmark,orange,complete,cells/physical-vitality/12-formal-landmark.md
physical-vitality,13,systematic-green,green,complete,cells/physical-vitality/13-systematic-green.md
physical-vitality,14,metasystematic-teal,teal,complete,cells/physical-vitality/14-metasystematic-teal.md
physical-vitality,15,paradigmatic-turq,turquoise,complete,cells/physical-vitality/15-paradigmatic-turq.md
physical-vitality,16,cross-paradigmatic,indigo,complete,cells/physical-vitality/16-cross-paradigmatic.md
physical-vitality,17,meta-cross-violet,violet,complete,cells/physical-vitality/17-meta-cross-violet.md
pragmatic,1,prehension,amber,complete,cells/pragmatic/01-prehension.md
pragmatic,2,irritability,amber,complete,cells/pragmatic/02-irritability.md
pragmatic,3,basic-impulse,amber,complete,cells/pragmatic/03-basic-impulse.md
pragmatic,4,emotion-complex,amber,complete,cells/pragmatic/04-emotion-complex.md
pragmatic,5,sensory-motor,amber,complete,cells/pragmatic/05-sensory-motor.md
pragmatic,6,nominal-rule,amber,complete,cells/pragmatic/06-nominal-rule.md
pragmatic,7,sentential-faith,amber,complete,cells/pragmatic/07-sentential-faith.md
pragmatic,8,preoperational,amber,complete,cells/pragmatic/08-preoperational.md
pragmatic,9,primary-modern,amber,complete,cells/pragmatic/09-primary-modern.md
pragmatic,10,concrete-peak,amber,complete,cells/pragmatic/10-concrete-peak.md
pragmatic,11,abstract-emerge,orange,complete,cells/pragmatic/11-abstract-emerge.md
pragmatic,12,formal-landmark,orange,complete,cells/pragmatic/12-formal-landmark.md
pragmatic,13,systematic-green,green,complete,cells/pragmatic/13-systematic-green.md
pragmatic,14,metasystematic-teal,teal,complete,cells/pragmatic/14-metasystematic-teal.md
pragmatic,15,paradigmatic-turq,turquoise,complete,cells/pragmatic/15-paradigmatic-turq.md
pragmatic,16,cross-paradigmatic,indigo,complete,cells/pragmatic/16-cross-paradigmatic.md
pragmatic,17,meta-cross-violet,violet,complete,cells/pragmatic/17-meta-cross-violet.md
regenerative-design,1,prehension,infrared,complete,cells/regenerative-design/01-prehension.md
regenerative-design,2,irritability,infrared,complete,cells/regenerative-design/02-irritability.md
regenerative-design,3,basic-impulse,infrared,complete,cells/regenerative-design/03-basic-impulse.md
regenerative-design,4,emotion-complex,magenta,complete,cells/regenerative-design/04-emotion-complex.md
regenerative-design,5,sensory-motor,red,complete,cells/regenerative-design/05-sensory-motor.md
regenerative-design,6,nominal-rule,amber,complete,cells/regenerative-design/06-nominal-rule.md
regenerative-design,7,sentential-faith,amber,complete,cells/regenerative-design/07-sentential-faith.md
regenerative-design,8,preoperational,green,complete,cells/regenerative-design/08-preoperational.md
regenerative-design,9,primary-modern,amber,complete,cells/regenerative-design/09-primary-modern.md
regenerative-design,10,concrete-peak,orange,complete,cells/regenerative-design/10-concrete-peak.md
regenerative-design,11,abstract-emerge,orange,complete,cells/regenerative-design/11-abstract-emerge.md
regenerative-design,12,formal-landmark,teal,complete,cells/regenerative-design/12-formal-landmark.md
regenerative-design,13,systematic-green,teal,complete,cells/regenerative-design/13-systematic-green.md
regenerative-design,14,metasystematic-teal,turquoise,complete,cells/regenerative-design/14-metasystematic-teal.md
regenerative-design,15,paradigmatic-turq,turquoise,complete,cells/regenerative-design/15-paradigmatic-turq.md
regenerative-design,15,paradigmatic-turquoise,turquoise,complete,cells/regenerative-design/15-paradigmatic-turquoise.md
regenerative-design,16,cross-paradigmatic,violet,complete,cells/regenerative-design/16-cross-paradigmatic.md
regenerative-design,17,meta-cross-violet,violet,complete,cells/regenerative-design/17-meta-cross-violet.md
religion-statistical,1,infrared-infrared,infrared,complete,cells/religion-statistical/01-infrared-infrared.md
religion-statistical,1,prehension,infrared,complete,cells/religion-statistical/01-prehension.md
religion-statistical,2,infrared-magenta,infrared,complete,cells/religion-statistical/02-infrared-magenta.md
religion-statistical,2,irritability,infrared,complete,cells/religion-statistical/02-irritability.md
religion-statistical,3,basic-impulse,magenta,complete,cells/religion-statistical/03-basic-impulse.md
religion-statistical,3,red-impulsive,red,complete,cells/religion-statistical/03-red-impulsive.md
religion-statistical,4,emotion-complex,red,complete,cells/religion-statistical/04-emotion-complex.md
religion-statistical,4,red-powergods,red,complete,cells/religion-statistical/04-red-powergods.md
religion-statistical,5,amber-conformist,amber,complete,cells/religion-statistical/05-amber-conformist.md
religion-statistical,5,sensory-motor,red,complete,cells/religion-statistical/05-sensory-motor.md
religion-statistical,6,amber-perfectionist,amber,complete,cells/religion-statistical/06-amber-perfectionist.md
religion-statistical,6,nominal-rule,amber,complete,cells/religion-statistical/06-nominal-rule.md
religion-statistical,7,amber-achievement,amber,complete,cells/religion-statistical/07-amber-achievement.md
religion-statistical,7,sentential-faith,amber,complete,cells/religion-statistical/07-sentential-faith.md
religion-statistical,8,amber-preoperational,amber,complete,cells/religion-statistical/08-amber-preoperational.md
religion-statistical,8,preoperational,amber,complete,cells/religion-statistical/08-preoperational.md
religion-statistical,9,primary-modern,amber,complete,cells/religion-statistical/09-primary-modern.md
religion-statistical,10,concrete-peak,orange,complete,cells/religion-statistical/10-concrete-peak.md
religion-statistical,11,abstract-emerge,orange,complete,cells/religion-statistical/11-abstract-emerge.md
religion-statistical,12,formal-mind,orange,complete,cells/religion-statistical/12-formal-mind.md
religion-statistical,13,early-postformal,green,complete,cells/religion-statistical/13-early-postformal.md
religion-statistical,13,systematic-green,green,complete,cells/religion-statistical/13-systematic-green.md
religion-statistical,14,late-postformal,green,complete,cells/religion-statistical/14-late-postformal.md
religion-statistical,14,metasystematic-teal,teal,complete,cells/religion-statistical/14-metasystematic-teal.md
religion-statistical,15,intergral-holarchic,teal,complete,cells/religion-statistical/15-intergral-holarchic.md
religion-statistical,15,paradigmatic-turq,turquoise,complete,cells/religion-statistical/15-paradigmatic-turq.md
religion-statistical,16,cross-paradigmatic,indigo,complete,cells/religion-statistical/16-cross-paradigmatic.md
religion-statistical,16,late-integral,teal,complete,cells/religion-statistical/16-late-integral.md
religion-statistical,17,meta-cross-violet,violet,complete,cells/religion-statistical/17-meta-cross-violet.md
religion-statistical,17,super-integral,violet,complete,cells/religion-statistical/17-super-integral.md
resource-systems,1,prehension,infrared,complete,cells/resource-systems/01-prehension.md
resource-systems,2,irritability,infrared,complete,cells/resource-systems/02-irritability.md
resource-systems,3,basic-impulse,infrared,complete,cells/resource-systems/03-basic-impulse.md
resource-systems,4,emotion-complex,magenta,complete,cells/resource-systems/04-emotion-complex.md
resource-systems,5,sensory-motor,red,complete,cells/resource-systems/05-sensory-motor.md
resource-systems,6,nominal-rule,amber,complete,cells/resource-systems/06-nominal-rule.md
resource-systems,7,sentential-faith,amber,complete,cells/resource-systems/07-sentential-faith.md
resource-systems,8,preoperational,green,complete,cells/resource-systems/08-preoperational.md
resource-systems,9,primary-modern,amber,complete,cells/resource-systems/09-primary-modern.md
resource-systems,10,concrete-peak,orange,complete,cells/resource-systems/10-concrete-peak.md
resource-systems,11,abstract-emerge,orange,complete,cells/resource-systems/11-abstract-emerge.md
resource-systems,12,formal-landmark,teal,complete,cells/resource-systems/12-formal-landmark.md
resource-systems,13,systematic-green,teal,complete,cells/resource-systems/13-systematic-green.md
resource-systems,14,metasystematic-teal,turquoise,complete,cells/resource-systems/14-metasystematic-teal.md
resource-systems,15,paradigmatic-turq,turquoise,complete,cells/resource-systems/15-paradigmatic-turq.md
resource-systems,16,cross-paradigmatic,violet,complete,cells/resource-systems/16-cross-paradigmatic.md
resource-systems,17,meta-cross-violet,violet,complete,cells/resource-systems/17-meta-cross-violet.md
security,1,prehension,infrared,complete,cells/security/01-prehension.md
security,2,irritability,infrared,complete,cells/security/02-irritability.md
security,3,basic-impulse,magenta,complete,cells/security/03-basic-impulse.md
security,4,emotion-complex,red,complete,cells/security/04-emotion-complex.md
security,5,sensory-motor,red,complete,cells/security/05-sensory-motor.md
security,6,nominal-rule,amber,complete,cells/security/06-nominal-rule.md
security,7,sentential-faith,amber,complete,cells/security/07-sentential-faith.md
security,8,preoperational,amber,complete,cells/security/08-preoperational.md
security,9,primary-modern,amber,complete,cells/security/09-primary-modern.md
security,10,concrete-peak,amber,complete,cells/security/10-concrete-peak.md
security,11,abstract-emerge,orange,complete,cells/security/11-abstract-emerge.md
security,12,formal-landmark,orange,complete,cells/security/12-formal-landmark.md
security,13,systematic-green,green,complete,cells/security/13-systematic-green.md
security,14,metasystematic-teal,teal,complete,cells/security/14-metasystematic-teal.md
security,15,paradigmatic-turq,turquoise,complete,cells/security/15-paradigmatic-turq.md
security,16,cross-paradigmatic,indigo,complete,cells/security/16-cross-paradigmatic.md
security,17,meta-cross-violet,violet,complete,cells/security/17-meta-cross-violet.md
social-systems,1,prehension,infrared,complete,cells/social-systems/01-prehension.md
social-systems,2,irritability,infrared,complete,cells/social-systems/02-irritability.md
social-systems,3,basic-impulse,magenta,complete,cells/social-systems/03-basic-impulse.md
social-systems,4,emotion-complex,red,complete,cells/social-systems/04-emotion-complex.md
social-systems,5,sensory-motor,red,complete,cells/social-systems/05-sensory-motor.md
social-systems,6,nominal-rule,amber,complete,cells/social-systems/06-nominal-rule.md
social-systems,7,sentential-faith,amber,complete,cells/social-systems/07-sentential-faith.md
social-systems,8,preoperational,amber,complete,cells/social-systems/08-preoperational.md
social-systems,9,primary-modern,amber,complete,cells/social-systems/09-primary-modern.md
social-systems,10,concrete-peak,amber,complete,cells/social-systems/10-concrete-peak.md
social-systems,11,abstract-emerge,orange,complete,cells/social-systems/11-abstract-emerge.md
social-systems,12,formal-landmark,orange,complete,cells/social-systems/12-formal-landmark.md
social-systems,13,systematic-green,green,complete,cells/social-systems/13-systematic-green.md
social-systems,14,metasystematic-teal,teal,complete,cells/social-systems/14-metasystematic-teal.md
